sentence #,Word,Tag
95,customized,O
95,our,O
95,own,O
95,template,O
95,in,O
95,this,O
95,report,O
95,.,O
95,BTRAMR0009,O
95,.,O
95,rptdesign,O
95,Availability,O
95,Report,O
95,:,O
95,This,O
95,particular,O
95,report,O
95,relates,O
95,to,O
95,the,O
95,requirement,O
95,of,O
95,the,O
95,business,O
95,to,O
95,be,O
95,able,O
95,to,O
95,create,O
95,a,O
95,Availability,O
95,Graph,O
95,based,O
95,on,O
95,selected,O
95,Train,O
95,Assets,O
95,",",O
95,a,O
95,timeframe,O
95,and,O
95,selected,O
95,work,O
95,types,O
95,work,O
95,order,O
95,parameters,O
95,.,O
95,Availability,O
95,can,O
95,be,O
95,calculated,O
95,based,O
95,on,O
95,a,O
95,Fleet,O
95,or,O
95,a,O
95,single,O
95,Train,O
95,.,O
95,The,O
95,business,O
95,requirement,O
95,is,O
95,to,O
95,be,O
95,able,O
95,to,O
95,select,O
95,this,O
95,base,O
95,as,O
95,needed,O
95,to,O
95,suit,O
95,the,O
95,project,O
95,or,O
95,view,O
95,needed,O
95,at,O
95,that,O
95,time,O
95,.,O
95,BTRAMR0027,O
95,.,O
95,rptdesign,O
95,Card,O
95,Stock,O
95,Report,O
95,:,O
95,Existing,O
95,report,O
95,functionality,O
95,:,O
95,Technician,O
95,requiring,O
95,a,O
95,part,O
95,will,O
95,take,O
95,the,O
95,component,O
95,in,O
95,its,O
95,bin,O
95,along,O
95,with,O
95,an,O
95,Inventory,O
95,Card,O
95,.,O
95,The,O
95,technician,O
95,reports,O
95,the,O
95,consumption,O
95,at,O
95,the,O
95,exit,O
95,of,O
95,the,O
95,storeroom,O
95,on,O
95,the,O
95,Kiosk,O
95,computer,O
95,where,O
95,he,O
95,scans,O
95,its,O
95,Work,O
95,Order,O
95,and,O
95,the,O
95,Inventory,O
95,Card,O
95,in,O
95,the,O
95,application,O
95,Issue,O
95,and,O
95,Transfer,O
95,of,O
95,Maximo,O
95,.,O
95,When,O
95,we,O
95,rebuild,O
95,something,O
95,internally,O
95,",",O
95,the,O
95,technician,O
95,will,O
95,bring,O
95,the,O
95,new,O
95,assembly,O
95,in,O
95,store,O
95,",",O
95,grab,O
95,the,O
95,Inventory,O
95,Card,O
95,and,O
95,he,O
95,will,O
95,report,O
95,the,O
95,return,O
95,in,O
95,store,O
95,against,O
95,the,O
95,rebuilt,O
95,Work,O
95,order,O
95,.,O
95,Objectives,O
95,:,O
95,Created,O
95,a,O
95,card,O
95,stock,O
95,report,O
95,in,O
95,order,O
95,to,O
95,match,O
95,the,O
95,existing,O
95,Inventory,O
95,Card,O
95,tool,O
95,developed,O
95,by,O
95,Systems,O
95,.,O
95,Increase,O
95,reporting,O
95,of,O
95,consumption,O
95,Redefine,O
95,the,O
95,process,O
95,of,O
95,cycle,O
95,count,O
95,80,O
95,efficiency,O
95,in,O
95,Systems,O
95,The,O
95,report,O
95,will,O
95,be,O
95,based,O
95,on,O
95,inventory,O
95,information,O
95,and,O
95,will,O
95,introduce,O
95,the,O
95,notion,O
95,of,O
95,real,O
95,time,O
95,to,O
95,increase,O
95,precision,O
95,BTRAMR0001SBB,O
95,.,O
95,rptdesign,O
95,Report,O
95,Change,O
95,:,O
95,The,O
95,report,O
95,BTRAMR0001SBB,O
95,was,O
95,developed,O
95,for,O
95,the,O
95,European,O
95,project,O
95,.,O
95,It,O
95,is,O
95,based,O
95,on,O
95,the,O
95,BTRAMR0001MLM,O
95,report,O
95,and,O
95,currently,O
95,uses,O
95,only,O
95,launch,O
95,option,O
95,2,O
95,and,O
95,3,O
95,of,O
95,the,O
95,BTRAMR0001MLM,O
95,report,O
95,.,O
95,The,O
95,client,O
95,requested,O
95,to,O
95,have,O
95,option,O
95,1,O
95,type,O
95,1,O
95,of,O
95,the,O
95,BTRAMR0001MLM,O
95,implemented,O
95,in,O
95,the,O
95,BTRAMR0001SBB,O
95,report,O
95,as,O
95,well,O
95,as,O
95,the,O
95,translation,O
95,of,O
95,the,O
95,labels,O
95,from,O
95,French,O
95,to,O
95,English,O
95,.,O
95,Objectives,O
95,:,O
95,To,O
95,have,O
95,define,O
95,the,O
95,type,O
95,1,O
95,",",O
95,report,O
95,definition,O
95,for,O
95,BTRAMR0001SBB,O
95,To,O
95,have,O
95,the,O
95,labels,O
95,translated,O
95,from,O
95,French,O
95,to,O
95,English,O
95,BTRAMR0002,O
95,.,O
95,rptdesign,O
95,Systems,O
95,Purchase,O
95,Requisition,O
95,Report,O
95,:,O
95,The,O
95,current,O
95,PR,O
95,report,O
95,does,O
95,not,O
95,have,O
95,bar,O
95,coding,O
95,feature,O
95,and,O
95,is,O
95,formatted,O
95,too,O
95,small,O
95,.,O
95,This,O
95,is,O
95,an,O
95,operational,O
95,report,O
95,;,O
95,it,O
95,will,O
95,be,O
95,used,O
95,in,O
95,real,O
95,time,O
95,.,O
95,Have,O
95,a,O
95,common,O
95,and,O
95,standardized,O
95,PR,O
95,report,O
95,across,O
95,all,O
95,Systems,O
95,services,O
95,sites,O
95,with,O
95,the,O
95,support,O
95,of,O
95,bar,O
95,coding,O
95,Incident,O
95,Management,O
95,Solution,O
95,report,O
95,:,O
95,The,O
95,report,O
95,displays,O
95,the,O
95,overall,O
95,ticket,O
95,progress,O
95,.,O
95,It,O
95,shows,O
95,count,O
95,of,O
95,tickets,O
95,raised,O
95,and,O
95,assigned,O
95,to,O
95,both,O
95,Infosys,O
95,and,O
95,Client,O
95,queue,O
95,.,O
95,We,O
95,can,O
95,view,O
95,the,O
95,total,O
95,no,O
95,.,O
95,of,O
95,tickets,O
95,raised,O
95,for,O
95,various,O
95,application,O
95,groups,O
95,such,O
95,as,O
95,Maximo,O
95,",",O
95,Kronos,O
95,and,O
95,BIEM,O
95,.,O
95,It,O
95,also,O
95,further,O
95,categories,O
95,the,O
95,ticket,O
95,count,O
95,based,O
95,on,O
95,ticket,O
95,priority,O
95,and,O
95,the,O
95,status,O
95,.,O
95,This,O
95,helps,O
95,in,O
95,analyzing,O
95,the,O
95,data,O
95,from,O
95,ticketing,O
95,tool,O
95,.,O
95,There,O
95,might,O
95,be,O
95,cases,O
95,where,O
95,different,O
95,teams,O
95,work,O
95,on,O
95,the,O
95,tickets,O
95,raised,O
95,.,O
95,This,O
95,reports,O
95,helps,O
95,to,O
95,analyses,O
95,the,O
95,team,O
95,wise,O
95,ticket,O
95,count,O
95,.,O
95,We,O
95,can,O
95,there,O
95,by,O
95,monitor,O
95,the,O
95,performance,O
95,of,O
95,various,O
95,teams,O
95,.,O
95,This,O
95,report,O
95,displays,O
95,the,O
95,number,O
95,of,O
95,Incidents,O
95,and,O
95,Service,O
95,Requests,O
95,logged,O
95,in,O
95,each,O
95,month,O
95,.,O
95,Also,O
95,it,O
95,shows,O
95,total,O
95,tickets,O
95,Incidents,O
95,Service,O
95,requests,O
95,logged,O
95,in,O
95,each,O
95,month,O
95,.,O
95,This,O
95,Report,O
95,shows,O
95,the,O
95,number,O
95,of,O
95,tickets,O
95,logged,O
95,per,O
95,country,O
95,and,O
95,it,O
95,has,O
95,been,O
95,grouped,O
95,month,O
95,wise,O
95,for,O
95,various,O
95,application,O
95,groups,O
95,such,O
95,as,O
95,Maximo,O
95,",",O
95,Kronos,O
95,and,O
95,BIEM,O
95,within,O
95,a,O
95,date,O
95,range,O
95,.,O
95,Vend_Reported_hrs,O
95,.,O
95,rptdesign,O
95,Vendor,O
95,Reported,O
95,Hours,O
95,:,O
95,This,O
95,report,O
95,will,O
95,fetch,O
95,the,O
95,details,O
95,of,O
95,vendor,O
95,type,O
95,labor,O
95,working,O
95,hours,O
95,for,O
95,each,O
95,WOs,O
95,.,O
95,Role,O
95,:,O
95,Quality,O
95,Anchor,O
95,Working,O
95,as,O
95,Quality,O
95,Anchor,O
95,for,O
95,my,O
95,team,O
95,",",O
95,which,O
95,involves,O
95,creating,O
95,defect,O
95,prevention,O
95,analysis,O
95,",",O
95,tracking,O
95,all,O
95,the,O
95,works,O
95,and,O
95,auditing,O
95,for,O
95,quality,O
95,Providing,O
95,Statistics,O
95,about,O
95,the,O
95,monthly,O
95,activities,O
95,done,O
95,by,O
95,the,O
95,team,O
95,From,O
95,defect,O
95,prevent,O
95,analysis,O
95,focus,O
95,on,O
95,specific,O
95,topic,O
95,and,O
95,conducting,O
95,brainstorming,O
95,session,O
95,with,O
95,team,O
95,to,O
95,avoid,O
95,the,O
95,defects,O
95,Responsible,O
95,for,O
95,gathering,O
95,the,O
95,requirements,O
95,from,O
95,Client,O
95,and,O
95,participate,O
95,in,O
95,Client,O
95,Conferences,O
95,.,O
95,Divide,O
95,the,O
95,requirements,O
95,into,O
95,various,O
95,sprints,O
95,based,O
95,on,O
95,the,O
95,velocity,O
95,.,O
95,Distribute,O
95,the,O
95,requirements,O
95,to,O
95,the,O
95,team,O
95,and,O
95,monitor,O
95,the,O
95,development,O
95,progress,O
95,and,O
95,provide,O
95,clarification,O
95,on,O
95,the,O
95,technical,O
95,functional,O
95,requirements,O
95,.,O
95,Mentor,O
95,for,O
95,the,O
95,new,O
95,members,O
95,joining,O
95,the,O
95,team,O
95,.,O
95,Other,O
95,Job,O
95,Related,O
95,Activities,O
95,:,O
95,Successfully,O
95,Completed,O
95,Training,O
95,in,O
95,Design,O
95,Thinking,O
95,course,O
95,and,O
95,Kronos,O
95,tool,O
95,which,O
95,keeps,O
95,tracks,O
95,on,O
95,Work,O
95,force,O
95,management,O
95,.,O
95,Maximo,O
95,consultant,O
95,Infosys,O
95,Limited,O
95,around,O
95,4,O
95,.,O
95,8,O
95,years,O
95,IT,O
95,professional,O
95,with,O
95,4,O
95,.,O
95,4,O
95,years,O
95,of,O
95,experience,O
95,in,O
95,BIRT,B-Skill
95,reporting,O
95,",",O
95,application,O
95,support,O
95,in,O
95,IBM,B-Skill
95,MAXIMO,O
95,Application,O
95,.,O
95,IBM,B-Skill
95,Certified,O
95,MAXIMO,O
95,ASSET,O
95,MANAGEMENT,O
95,",",O
95,PURCHASE,O
95,ORDER,O
95,",",O
95,PROCUREMENT,O
95,",",O
95,PURCHASE,O
95,REQUISITION,O
95,Professional,O
95,Submitted,O
95,Internal,O
95,tutorial,O
95,document,O
95,on,O
95,Configuration,O
95,of,O
95,Hover,O
95,Dialogs,O
95,and,O
95,Its,O
95,usage,O
95,in,O
95,Maximo,O
95,V7,O
95,.,O
95,6,O
95,Worked,O
95,on,O
95,various,O
95,customer,O
95,requirements,O
95,and,O
95,having,O
95,overall,O
95,experience,O
95,with,O
95,Preventive,O
95,Maintenance,O
95,Maximo,O
95,automation,O
95,and,O
95,implementation,O
95,MBO,O
95,customizations,O
95,Data,O
95,Supply,O
95,chain,O
95,Portals,O
95,",",O
95,Workflows,O
95,Designing,O
95,Reports,O
95,Query,O
95,Creation,O
95,Work,O
95,order,O
95,tracking,O
95,",",O
95,Invoicing,O
95,",",O
95,Purchase,O
95,order,O
95,Asset,O
95,Management,O
95,Maximo,O
95,Integration,O
95,Framework,O
95,MIF,O
95,Labors,O
95,",",O
95,Crews,O
95,",",O
95,Security,O
95,Group,O
95,Set,O
95,up,O
95,Domains,O
95,",",O
95,Database,B-Skill
95,configuration,O
95,Basics,O
95,of,O
95,BIRT,B-Skill
95,",",O
95,Cognos,B-Skill
95,Reporting,O
95,",",O
95,Monitor,O
95,logs,O
95,from,O
95,Admin,O
95,console,O
95,.,O
95,Maximo,O
95,Java,O
95,customization,O
95,Maximo,O
95,Installation,O
95,Upgradation,O
95,Basic,O
95,WebSphere,O
95,function,O
95,Strong,O
95,interpersonal,O
95,skills,O
95,and,O
95,the,O
95,ability,O
95,to,O
95,work,O
95,in,O
95,team,O
95,efficiently,O
95,.,O
95,Customer,O
95,Service,O
95,support,O
95,experience,O
95,in,O
95,a,O
95,helpdesk,O
95,environment,O
95,.,O
95,Strong,O
95,dedication,O
95,towards,O
95,work,O
95,to,O
95,ensure,O
95,delivery,O
95,of,O
95,projects,O
95,according,O
95,to,O
95,the,O
95,schedules,O
95,.,O
95,Proactively,O
95,approached,O
95,for,O
95,delivering,O
95,excellent,O
95,customer,O
95,service,O
95,and,O
95,liaising,O
95,with,O
95,stakeholders,O
95,.,O
95,Ambitious,O
95,",",O
95,enthusiastic,O
95,and,O
95,highly,O
95,motivated,O
95,person,O
95,with,O
95,excellent,O
95,problem,O
95,solving,O
95,skills,O
95,and,O
95,also,O
95,having,O
95,ability,O
95,to,O
95,quickly,O
95,master,O
95,new,O
95,technologies,O
95,and,O
95,skills,O
95,.,O
95,Maintains,O
95,effective,O
95,work,O
95,behavior,O
95,in,O
95,the,O
95,face,O
95,of,O
95,setbacks,O
95,or,O
95,pressure,O
95,.,O
95,Strong,O
95,multi,O
95,tasking,O
95,capability,O
95,",",O
95,target,O
95,and,O
95,deadline,O
95,oriented,O
95,.,O
95,Engaging,O
95,and,O
95,resilient,O
95,communicator,O
95,demonstrating,O
95,influencing,O
95,skills,O
95,and,O
95,an,O
95,ability,O
95,to,O
95,adapt,O
95,approaches,O
95,to,O
95,differing,O
95,situations,O
95,Role,O
95,:,O
95,Senior,O
95,Systems,O
95,Engineer,O
95,Working,O
95,as,O
95,Maximo,O
95,Consultant,O
95,for,O
95,Bombardier,O
95,Transportation,O
95,",",O
95,Canada,O
95,Strong,O
95,knowledge,O
95,in,O
95,Maximo,O
95,configuration,O
95,using,O
95,Automation,O
95,Scripting,O
95,",",O
95,Database,B-Skill
95,configuration,O
95,",",O
95,Application,O
95,Designer,O
95,",",O
95,Domains,O
95,",",O
95,Workflows,O
95,and,O
95,other,O
95,major,O
95,applications,O
95,Providing,O
95,efficient,O
95,solution,O
95,for,O
95,the,O
95,issues,O
95,related,O
95,to,O
95,Work,O
95,orders,O
95,",",O
95,Asset,O
95,configuration,O
95,",",O
95,Item,O
95,Master,O
95,",",O
95,Preventive,O
95,Maintenance,O
95,",",O
95,Inventory,O
95,",",O
95,Domain,O
95,related,O
95,issue,O
95,Thorough,O
95,implementation,O
95,",",O
95,support,O
95,knowledge,O
95,of,O
95,Bombardier,O
95,Transportation,O
95,Maximo,O
95,version,O
95,4,O
95,",",O
95,6,O
95,",",O
95,7,O
95,.,O
95,1,O
95,and,O
95,7,O
95,.,O
95,6,O
95,.,O
95,Having,O
95,experience,O
95,in,O
95,Maximo,O
95,Implementation,O
95,",",O
95,L2,O
95,and,O
95,L3,O
95,support,O
95,",",O
95,and,O
95,deployment,O
95,activities,O
95,Having,O
95,experience,O
95,in,O
95,Incident,O
95,Management,O
95,",",O
95,Problem,O
95,management,O
95,",",O
95,Change,O
95,management,O
95,",",O
95,Service,O
95,Request,O
95,",",O
95,and,O
95,other,O
95,applications,O
95,.,O
95,Delivering,O
95,100,O
95,effectiveness,O
95,in,O
95,resolving,O
95,ticket,O
95,by,O
95,ensuring,O
95,compliance,O
95,with,O
95,client,O
95,Service,O
95,Level,O
95,Agreements,O
95,SLAs,O
95,Developing,O
95,Conditional,O
95,Queries,O
95,Reports,O
95,to,O
95,verify,O
95,the,O
95,desired,O
95,results,O
95,.,O
95,Worked,O
95,on,O
95,various,O
95,formal,O
95,and,O
95,informal,O
95,production,O
95,reports,O
95,.,O
95,Created,O
95,the,O
95,template,O
95,for,O
95,maintaining,O
95,the,O
95,application,O
95,maintenance,O
95,activities,O
95,.,O
95,Worked,O
95,in,O
95,many,O
95,configuration,O
95,management,O
95,applications,O
95,for,O
95,asset,O
95,management,O
95,related,O
95,activities,O
95,for,O
95,future,O
95,implementation,O
95,.,O
95,Working,O
95,in,O
95,24,O
95,7,O
95,support,O
95,.,O
95,Resolved,O
95,many,O
95,critical,O
95,issues,O
95,which,O
95,appreciated,O
95,by,O
95,client,O
95,BIRT,B-Skill
95,Reports,O
95,BTRAMR0001SYSER,O
95,.,O
95,rptdesign,O
95,Work,O
95,order,O
95,report,O
95,:,O
95,My,O
95,client,O
95,was,O
95,using,O
95,default,O
95,BTRAMR2,O
95,Work,O
95,order,O
95,reports,O
95,.,O
95,They,O
95,also,O
95,use,O
95,a,O
95,different,O
95,work,O
95,order,O
95,report,O
95,in,O
95,Maximo,O
95,V4,O
95,and,O
95,V6,O
95,.,O
95,The,O
95,earlier,O
95,used,O
95,report,O
95,have,O
95,many,O
95,drawbacks,O
95,such,O
95,as,O
95,No,O
95,Flexibility,O
95,for,O
95,modification,O
95,since,O
95,it,O
95,is,O
95,used,O
95,by,O
95,many,O
95,divisions,O
95,Empty,O
95,boxes,O
95,",",O
95,lot,O
95,of,O
95,missing,O
95,information,O
95,Not,O
95,align,O
95,with,O
95,Systems,O
95,objectives,O
95,and,O
95,processes,O
95,Historical,O
95,context,O
95,on,O
95,the,O
95,asset,O
95,is,O
95,missing,O
95,Esthetical,O
95,issues,O
95,:,O
95,Font,O
95,too,O
95,small,O
95,",",O
95,input,O
95,fields,O
95,not,O
95,instinctive,O
95,No,O
95,bar,O
95,coding,O
95,used,O
95,The,O
95,outcome,O
95,of,O
95,this,O
95,report,O
95,is,O
95,a,O
95,form,O
95,to,O
95,support,O
95,technician,O
95,',O
95,s,O
95,work,O
95,and,O
95,regulation,O
95,and,O
95,give,O
95,them,O
95,simplicity,O
95,to,O
95,input,O
95,information,O
95,.,O
95,It,O
95,covers,O
95,the,O
95,full,O
95,spectra,O
95,of,O
95,requirements,O
95,of,O
95,System,O
95,Services,O
95,divisions,O
95,.,O
95,This,O
95,report,O
95,is,O
95,site,O
95,specific,O
95,one,O
95,and,O
95,it,O
95,will,O
95,display,O
95,the,O
95,WO,O
95,details,O
95,along,O
95,with,O
95,its,O
95,task,O
95,WOs,O
95,and,O
95,failure,O
95,reporting,O
95,information,O
95,.,O
95,Each,O
95,site,O
95,is,O
95,having,O
95,their,O
95,own,O
95,logo,O
95,.,O
95,This,O
95,current,O
95,report,O
95,will,O
95,display,O
95,the,O
95,logo,O
95,based,O
95,on,O
95,site,O
95,.,O
95,It,O
95,was,O
95,implemented,O
95,in,O
95,V7,O
95,.,O
95,1,O
95,only,O
95,.,O
95,In,O
95,V7,O
95,.,O
95,1,O
95,we,O
95,do,O
95,not,O
95,have,O
95,the,O
95,option,O
95,of,O
95,auto,O
95,resetting,O
95,page,O
95,numbers,O
95,i,O
95,.,O
95,e,O
95,.,O
95,",",O
95,while,O
95,displaying,O
95,multiple,O
95,WOs,O
95,",",O
95,for,O
95,each,O
95,new,O
95,WO,O
95,page,O
95,number,O
95,will,O
95,not,O
95,be,O
95,reset,O
95,automatically,O
95,.,O
95,I,O
95,have,O
95,implemented,O
95,this,O
95,option,O
95,in,O
95,this,O
95,report,O
95,.,O
95,Language,O
95,Translation,O
95,was,O
95,used,O
95,for,O
95,this,O
95,report,O
95,in,O
95,German,O
95,and,O
95,French,O
95,I,O
95,did,O
95,not,O
95,use,O
95,IBM,B-Skill
95,templates,O
95,for,O
95,this,O
95,report,O
95,.,O
95,I,O
95,have,O
95,customized,O
95,our,O
95,own,O
95,template,O
95,in,O
95,this,O
95,report,O
95,.,O
95,BTRAMR0009,O
95,.,O
95,rptdesign,O
95,Availability,O
95,Report,O
95,:,O
95,This,O
95,particular,O
95,report,O
95,relates,O
95,to,O
95,the,O
95,requirement,O
95,of,O
95,the,O
95,business,O
95,to,O
95,be,O
95,able,O
95,to,O
95,create,O
95,a,O
95,Availability,O
95,Graph,O
95,based,O
95,on,O
95,selected,O
95,Train,O
95,Assets,O
95,",",O
95,a,O
95,timeframe,O
95,and,O
95,selected,O
95,work,O
95,types,O
95,work,O
95,order,O
95,parameters,O
95,.,O
95,Availability,O
95,can,O
95,be,O
95,calculated,O
95,based,O
95,on,O
95,a,O
95,Fleet,O
95,or,O
95,a,O
95,single,O
95,Train,O
95,.,O
95,The,O
95,business,O
95,requirement,O
95,is,O
95,to,O
95,be,O
95,able,O
95,to,O
95,select,O
95,this,O
95,base,O
95,as,O
95,needed,O
95,to,O
95,suit,O
95,the,O
95,project,O
95,or,O
95,view,O
95,needed,O
95,at,O
95,that,O
95,time,O
95,.,O
95,BTRAMR0027,O
95,.,O
95,rptdesign,O
95,Card,O
95,Stock,O
95,Report,O
95,:,O
95,Existing,O
95,report,O
95,functionality,O
95,:,O
95,Technician,O
95,requiring,O
95,a,O
95,part,O
95,will,O
95,take,O
95,the,O
95,component,O
95,in,O
95,its,O
95,bin,O
95,along,O
95,with,O
95,an,O
95,Inventory,O
95,Card,O
95,.,O
95,The,O
95,technician,O
95,reports,O
95,the,O
95,consumption,O
95,at,O
95,the,O
95,exit,O
95,of,O
95,the,O
95,storeroom,O
95,on,O
95,the,O
95,Kiosk,O
95,computer,O
95,where,O
95,he,O
95,scans,O
95,its,O
95,Work,O
95,Order,O
95,and,O
95,the,O
95,Inventory,O
95,Card,O
95,in,O
95,the,O
95,application,O
95,Issue,O
95,and,O
95,Transfer,O
95,of,O
95,Maximo,O
95,.,O
95,When,O
95,we,O
95,rebuild,O
95,something,O
95,internally,O
95,",",O
95,the,O
95,technician,O
95,will,O
95,bring,O
95,the,O
95,new,O
95,assembly,O
95,in,O
95,store,O
95,",",O
95,grab,O
95,the,O
95,Inventory,O
95,Card,O
95,and,O
95,he,O
95,will,O
95,report,O
95,the,O
95,return,O
95,in,O
95,store,O
95,against,O
95,the,O
95,rebuilt,O
95,Work,O
95,order,O
95,.,O
95,Objectives,O
95,:,O
95,Created,O
95,a,O
95,card,O
95,stock,O
95,report,O
95,in,O
95,order,O
95,to,O
95,match,O
95,the,O
95,existing,O
95,Inventory,O
95,Card,O
95,tool,O
95,developed,O
95,by,O
95,Systems,O
95,.,O
95,Increase,O
95,reporting,O
95,of,O
95,consumption,O
95,Redefine,O
95,the,O
95,process,O
95,of,O
95,cycle,O
95,count,O
95,80,O
95,efficiency,O
95,in,O
95,Systems,O
95,The,O
95,report,O
95,will,O
95,be,O
95,based,O
95,on,O
95,inventory,O
95,information,O
95,and,O
95,will,O
95,introduce,O
95,the,O
95,notion,O
95,of,O
95,real,O
95,time,O
95,to,O
95,increase,O
95,precision,O
95,BTRAMR0001SBB,O
95,.,O
95,rptdesign,O
95,Report,O
95,Change,O
95,:,O
95,The,O
95,report,O
95,BTRAMR0001SBB,O
95,was,O
95,developed,O
95,for,O
95,the,O
95,European,O
95,project,O
95,.,O
95,It,O
95,is,O
95,based,O
95,on,O
95,the,O
95,BTRAMR0001MLM,O
95,report,O
95,and,O
95,currently,O
95,uses,O
95,only,O
95,launch,O
95,option,O
95,2,O
95,and,O
95,3,O
95,of,O
95,the,O
95,BTRAMR0001MLM,O
95,report,O
95,.,O
95,The,O
95,client,O
95,requested,O
95,to,O
95,have,O
95,option,O
95,1,O
95,type,O
95,1,O
95,of,O
95,the,O
95,BTRAMR0001MLM,O
95,implemented,O
95,in,O
95,the,O
95,BTRAMR0001SBB,O
95,report,O
95,as,O
95,well,O
95,as,O
95,the,O
95,translation,O
95,of,O
95,the,O
95,labels,O
95,from,O
95,French,O
95,to,O
95,English,O
95,.,O
95,Objectives,O
95,:,O
95,To,O
95,have,O
95,define,O
95,the,O
95,type,O
95,1,O
95,",",O
95,report,O
95,definition,O
95,for,O
95,BTRAMR0001SBB,O
95,To,O
95,have,O
95,the,O
95,labels,O
95,translated,O
95,from,O
95,French,O
95,to,O
95,English,O
95,BTRAMR0002,O
95,.,O
95,rptdesign,O
95,Systems,O
95,Purchase,O
95,Requisition,O
95,Report,O
95,:,O
95,The,O
95,current,O
95,PR,O
95,report,O
95,does,O
95,not,O
95,have,O
95,bar,O
95,coding,O
95,feature,O
95,and,O
95,is,O
95,formatted,O
95,too,O
95,small,O
95,.,O
95,This,O
95,is,O
95,an,O
95,operational,O
95,report,O
95,;,O
95,it,O
95,will,O
95,be,O
95,used,O
95,in,O
95,real,O
95,time,O
95,.,O
95,Have,O
95,a,O
95,common,O
95,and,O
95,standardized,O
95,PR,O
95,report,O
95,across,O
95,all,O
95,Systems,O
95,services,O
95,sites,O
95,with,O
95,the,O
95,support,O
95,of,O
95,bar,O
95,coding,O
95,Incident,O
95,Management,O
95,Solution,O
95,report,O
95,:,O
95,The,O
95,report,O
95,displays,O
95,the,O
95,overall,O
95,ticket,O
95,progress,O
95,.,O
95,It,O
95,shows,O
95,count,O
95,of,O
95,tickets,O
95,raised,O
95,and,O
95,assigned,O
95,to,O
95,both,O
95,Infosys,O
95,and,O
95,Client,O
95,queue,O
95,.,O
95,We,O
95,can,O
95,view,O
95,the,O
95,total,O
95,no,O
95,.,O
95,of,O
95,tickets,O
95,raised,O
95,for,O
95,various,O
95,application,O
95,groups,O
95,such,O
95,as,O
95,Maximo,O
95,",",O
95,Kronos,O
95,and,O
95,BIEM,O
95,.,O
95,It,O
95,also,O
95,further,O
95,categories,O
95,the,O
95,ticket,O
95,count,O
95,based,O
95,on,O
95,ticket,O
95,priority,O
95,and,O
95,the,O
95,status,O
95,.,O
95,This,O
95,helps,O
95,in,O
95,analyzing,O
95,the,O
95,data,O
95,from,O
95,ticketing,O
95,tool,O
95,.,O
95,There,O
95,might,O
95,be,O
95,cases,O
95,where,O
95,different,O
95,teams,O
95,work,O
95,on,O
95,the,O
95,tickets,O
95,raised,O
95,.,O
95,This,O
95,reports,O
95,helps,O
95,to,O
95,analyses,O
95,the,O
95,team,O
95,wise,O
95,ticket,O
95,count,O
95,.,O
95,We,O
95,can,O
95,there,O
95,by,O
95,monitor,O
95,the,O
95,performance,O
95,of,O
95,various,O
95,teams,O
95,.,O
95,This,O
95,report,O
95,displays,O
95,the,O
95,number,O
95,of,O
95,Incidents,O
95,and,O
95,Service,O
95,Requests,O
95,logged,O
95,in,O
95,each,O
95,month,O
95,.,O
95,Also,O
95,it,O
95,shows,O
95,total,O
95,tickets,O
95,Incidents,O
95,Service,O
95,requests,O
95,logged,O
95,in,O
95,each,O
95,month,O
95,.,O
95,This,O
95,Report,O
95,shows,O
95,the,O
95,number,O
95,of,O
95,tickets,O
95,logged,O
95,per,O
95,country,O
95,and,O
95,it,O
95,has,O
95,been,O
95,grouped,O
95,month,O
95,wise,O
95,for,O
95,various,O
95,application,O
95,groups,O
95,such,O
95,as,O
95,Maximo,O
95,",",O
95,Kronos,O
95,and,O
95,BIEM,O
95,within,O
95,a,O
95,date,O
95,range,O
95,.,O
95,Vend_Reported_hrs,O
95,.,O
95,rptdesign,O
95,Vendor,O
95,Reported,O
95,Hours,O
95,:,O
95,This,O
95,report,O
95,will,O
95,fetch,O
95,the,O
95,details,O
95,of,O
95,vendor,O
95,type,O
95,labor,O
95,working,O
95,hours,O
95,for,O
95,each,O
95,WOs,O
95,.,O
95,Role,O
95,:,O
95,Quality,O
95,Anchor,O
95,Working,O
95,as,O
95,Quality,O
95,Anchor,O
95,for,O
95,my,O
95,team,O
95,",",O
95,which,O
95,involves,O
95,creating,O
95,defect,O
95,prevention,O
95,analysis,O
95,",",O
95,tracking,O
95,all,O
95,the,O
95,works,O
95,and,O
95,auditing,O
95,for,O
95,quality,O
95,Providing,O
95,Statistics,O
95,about,O
95,the,O
95,monthly,O
95,activities,O
95,done,O
95,by,O
95,the,O
95,team,O
95,From,O
95,defect,O
95,prevent,O
95,analysis,O
95,focus,O
95,on,O
95,specific,O
95,topic,O
95,and,O
95,conducting,O
95,brainstorming,O
95,session,O
95,with,O
95,team,O
95,to,O
95,avoid,O
95,the,O
95,defects,O
95,Responsible,O
95,for,O
95,gathering,O
95,the,O
95,requirements,O
95,from,O
95,Client,O
95,and,O
95,participate,O
95,in,O
95,Client,O
95,Conferences,O
95,.,O
95,Divide,O
95,the,O
95,requirements,O
95,into,O
95,various,O
95,sprints,O
95,based,O
95,on,O
95,the,O
95,velocity,O
95,.,O
95,Distribute,O
95,the,O
95,requirements,O
95,to,O
95,the,O
95,team,O
95,and,O
95,monitor,O
95,the,O
95,development,O
95,progress,O
95,and,O
95,provide,O
95,clarification,O
95,on,O
